หมายเลขงบ,ชื่องบ,จำนวนรวม,หมายเลขงบแผนงาน,แผนงาน,งบแผนงาน
57,สำนักงานเขตดินแดง,331004000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,145317600
57,สำนักงานเขตดินแดง,331004000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,20564400
57,สำนักงานเขตดินแดง,331004000,จ,แผนงานการโยธา: งานการโยธา,19108200
57,สำนักงานเขตดินแดง,331004000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,10834600
57,สำนักงานเขตดินแดง,331004000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,18704500
57,สำนักงานเขตดินแดง,331004000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,18361800
57,สำนักงานเขตดินแดง,331004000,,งานควบคุมอนามัย,6068300
57,สำนักงานเขตดินแดง,331004000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,54561200
58,สำนักงานเขตสวนหลวง,371965000,,รายจ่ายประจำ,371965000
58,สำนักงานเขตสวนหลวง,371965000,ก,แผนงานบริหารงานปกครองและทะเบียน,27204700
58,สำนักงานเขตสวนหลวง,371965000,ข,แผนงานบริหารการคลัง,11602800
58,สำนักงานเขตสวนหลวง,371965000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,133244700
58,สำนักงานเขตสวนหลวง,371965000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,19177700
58,สำนักงานเขตสวนหลวง,371965000,จ,แผนงานการโยธา: งานการโยธา,25281100
58,สำนักงานเขตสวนหลวง,371965000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,19141800
58,สำนักงานเขตสวนหลวง,371965000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,23565000
58,สำนักงานเขตสวนหลวง,371965000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,36658600
58,สำนักงานเขตสวนหลวง,371965000,,งานควบคุมอนามัย,6171300
58,สำนักงานเขตสวนหลวง,371965000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,69917300
59,สำนักงานเขตวัฒนา,341754000,,รายจ่ายประจำ,341754000
59,สำนักงานเขตวัฒนา,341754000,ก,แผนงานบริหารงานปกครองและทะเบียน,32624000
59,สำนักงานเขตวัฒนา,341754000,ข,แผนงานบริหารการคลัง,11486300
59,สำนักงานเขตวัฒนา,341754000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,137194100
59,สำนักงานเขตวัฒนา,341754000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,20076300
59,สำนักงานเขตวัฒนา,341754000,จ,แผนงานการโยธา: งานการโยธา,45319600
59,สำนักงานเขตวัฒนา,341754000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,10265700
59,สำนักงานเขตวัฒนา,341754000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,12906200
59,สำนักงานเขตวัฒนา,341754000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,13428600
59,สำนักงานเขตวัฒนา,341754000,,งานควบคุมอนามัย,7651200
59,สำนักงานเขตวัฒนา,341754000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,50802000
60,สำนักงานเขตบางแค,477760400,,รายจ่ายประจำ,477760400
60,สำนักงานเขตบางแค,477760400,ก,แผนงานบริหารงานปกครองและทะเบียน,26959100
60,สำนักงานเขตบางแค,477760400,ข,แผนงานบริหารการคลัง,11313300
60,สำนักงานเขตบางแค,477760400,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,147926300
60,สำนักงานเขตบางแค,477760400,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,23186200
60,สำนักงานเขตบางแค,477760400,จ,แผนงานการโยธา: งานการโยธา,46123200
60,สำนักงานเขตบางแค,477760400,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,33592500
60,สำนักงานเขตบางแค,477760400,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,37976000
60,สำนักงานเขตบางแค,477760400,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,27781400
60,สำนักงานเขตบางแค,477760400,,งานควบคุมอนามัย,6743700
60,สำนักงานเขตบางแค,477760400,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,116158700
61,สำนักงานเขตหลักส่ี,346889000,,รายจ่ายประจำ,346889000
61,สำนักงานเขตหลักส่ี,346889000,ก,แผนงานบริหารงานปกครองและทะเบียน,38698900
61,สำนักงานเขตหลักส่ี,346889000,ข,แผนงานบริหารการคลัง,10601000
61,สำนักงานเขตหลักส่ี,346889000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,111476600
61,สำนักงานเขตหลักส่ี,346889000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,13082900
61,สำนักงานเขตหลักส่ี,346889000,จ,แผนงานการโยธา: งานการโยธา,48730500
61,สำนักงานเขตหลักส่ี,346889000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,13930900
61,สำนักงานเขตหลักส่ี,346889000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,22011200
61,สำนักงานเขตหลักส่ี,346889000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,27961600
61,สำนักงานเขตหลักส่ี,346889000,,งานควบคุมอนามัย,6154600
61,สำนักงานเขตหลักส่ี,346889000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,54240800
62,สำนักงานเขตสายไหม,418022000,,รายจ่ายประจำ,418022000
62,สำนักงานเขตสายไหม,418022000,ก,แผนงานบริหารงานปกครองและทะเบียน,30451800
62,สำนักงานเขตสายไหม,418022000,ข,แผนงานบริหารการคลัง,9787300
62,สำนักงานเขตสายไหม,418022000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,100653100
62,สำนักงานเขตสายไหม,418022000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,13716500
62,สำนักงานเขตสายไหม,418022000,จ,แผนงานการโยธา: งานการโยธา,70118100
62,สำนักงานเขตสายไหม,418022000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,19073900
62,สำนักงานเขตสายไหม,418022000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,18439800
62,สำนักงานเขตสายไหม,418022000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,35078300
62,สำนักงานเขตสายไหม,418022000,,งานควบคุมอนามัย,5305800
62,สำนักงานเขตสายไหม,418022000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,115397400
63,สำนักงานเขตคันนายาว,274038900,,รายจ่ายประจำ,274038900
63,สำนักงานเขตคันนายาว,274038900,ก,แผนงานบริหารงานปกครองและทะเบียน,33771100
63,สำนักงานเขตคันนายาว,274038900,ข,แผนงานบริหารการคลัง,10292500
63,สำนักงานเขตคันนายาว,274038900,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,93434900
63,สำนักงานเขตคันนายาว,274038900,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,11691900
63,สำนักงานเขตคันนายาว,274038900,จ,แผนงานการโยธา: งานการโยธา,30263400
63,สำนักงานเขตคันนายาว,274038900,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,15713200
63,สำนักงานเขตคันนายาว,274038900,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,27699900
63,สำนักงานเขตคันนายาว,274038900,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,19530400
63,สำนักงานเขตคันนายาว,274038900,,งานควบคุมอนามัย,6770300
63,สำนักงานเขตคันนายาว,274038900,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,24871300
64,สำนักงานเขตสะพานสูง,335301000,,รายจ่ายประจำ,335301000
64,สำนักงานเขตสะพานสูง,335301000,ก,แผนงานบริหารงานปกครองและทะเบียน,22570900
64,สำนักงานเขตสะพานสูง,335301000,ข,แผนงานบริหารการคลัง,9435700
64,สำนักงานเขตสะพานสูง,335301000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,74860500
64,สำนักงานเขตสะพานสูง,335301000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,12363600
64,สำนักงานเขตสะพานสูง,335301000,จ,แผนงานการโยธา: งานการโยธา,56597300
64,สำนักงานเขตสะพานสูง,335301000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,24229900
64,สำนักงานเขตสะพานสูง,335301000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,24499900
64,สำนักงานเขตสะพานสูง,335301000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,54007800
64,สำนักงานเขตสะพานสูง,335301000,,งานควบคุมอนามัย,5720500
64,สำนักงานเขตสะพานสูง,335301000,ญ,แผนงานบริหารการศึกษา,51014900
65,สำนักงานเขตวังทองหลาง,328651000,,รายจ่ายประจำ,328651000
65,สำนักงานเขตวังทองหลาง,328651000,ก,แผนงานบริหารงานปกครองและทะเบียน,26266000
65,สำนักงานเขตวังทองหลาง,328651000,ข,แผนงานบริหารการคลัง,9500800
65,สำนักงานเขตวังทองหลาง,328651000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,120257200
65,สำนักงานเขตวังทองหลาง,328651000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,13243600
65,สำนักงานเขตวังทองหลาง,328651000,จ,แผนงานการโยธา: งานการโยธา,75970400
65,สำนักงานเขตวังทองหลาง,328651000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,16067600
65,สำนักงานเขตวังทองหลาง,328651000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,19244200
65,สำนักงานเขตวังทองหลาง,328651000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,21240400
65,สำนักงานเขตวังทองหลาง,328651000,,งานควบคุมอนามัย,4550000
65,สำนักงานเขตวังทองหลาง,328651000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,22310800
66,สำนักงานเขตคลองสามวา,460117000,,รายจ่ายประจำ,460117000
66,สำนักงานเขตคลองสามวา,460117000,ก,แผนงานบริหารงานปกครองและทะเบียน,25853300
66,สำนักงานเขตคลองสามวา,460117000,ข,แผนงานบริหารการคลัง,11811900
66,สำนักงานเขตคลองสามวา,460117000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,101714900
66,สำนักงานเขตคลองสามวา,460117000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,13387500
66,สำนักงานเขตคลองสามวา,460117000,จ,แผนงานการโยธา: งานการโยธา,74626700
66,สำนักงานเขตคลองสามวา,460117000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,20093400
66,สำนักงานเขตคลองสามวา,460117000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,28242700
66,สำนักงานเขตคลองสามวา,460117000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,29282300
66,สำนักงานเขตคลองสามวา,460117000,,งานควบคุมอนามัย,5570900
66,สำนักงานเขตคลองสามวา,460117000,ญ,แผนงานบริหารการศึกษา,149533400
67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,,รายจ่ายประจำ,312974000
67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,ก,แผนงานบริหารงานปกครองและทะเบียน,25492400
67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,ข,แผนงานบริหารการคลัง,9777900
67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,109600900
67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,13736100
67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,จ,แผนงานการโยธา: งานการโยธา,32924900
67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,8188200
67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,19600000
67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,19068200
67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,,งานควบคุมอนามัย,5727400
67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,68858000
68,สำนักงานเขตทวีวัฒนา,376179600,,รายจ่ายประจำ,376179600
68,สำนักงานเขตทวีวัฒนา,376179600,ก,แผนงานบริหารงานปกครองและทะเบียน,24384300
68,สำนักงานเขตทวีวัฒนา,376179600,ข,แผนงานบริหารการคลัง,10018000
68,สำนักงานเขตทวีวัฒนา,376179600,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,105012400
68,สำนักงานเขตทวีวัฒนา,376179600,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,14835700
68,สำนักงานเขตทวีวัฒนา,376179600,จ,แผนงานการโยธา: งานการโยธา,76003600
68,สำนักงานเขตทวีวัฒนา,376179600,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,10845200
68,สำนักงานเขตทวีวัฒนา,376179600,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,41109600
68,สำนักงานเขตทวีวัฒนา,376179600,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,20829200
68,สำนักงานเขตทวีวัฒนา,376179600,,งานควบคุมอนามัย,8557000
68,สำนักงานเขตทวีวัฒนา,376179600,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,64584600
69,สำนักงานเขตทุ่งครุ,393224000,,รายจ่ายประจำ,393224000
69,สำนักงานเขตทุ่งครุ,393224000,ก,แผนงานบริหารงานปกครองและทะเบียน,28571900
69,สำนักงานเขตทุ่งครุ,393224000,ข,แผนงานบริหารการคลัง,10107700
69,สำนักงานเขตทุ่งครุ,393224000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,104100400
69,สำนักงานเขตทุ่งครุ,393224000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,13815300
69,สำนักงานเขตทุ่งครุ,393224000,จ,แผนงานการโยธา,98895900
69,สำนักงานเขตทุ่งครุ,393224000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,13085000
69,สำนักงานเขตทุ่งครุ,393224000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,16023300
69,สำนักงานเขตทุ่งครุ,393224000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,21994200
69,สำนักงานเขตทุ่งครุ,393224000,,งานควบคุมอนามัย,5944400
69,สำนักงานเขตทุ่งครุ,393224000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,80685900
70,สำนักงานเขตบางบอน,352621000,,รายจ่ายประจำ,352621000
70,สำนักงานเขตบางบอน,352621000,ก,แผนงานบริหารงานปกครองและทะเบียน,24233900
70,สำนักงานเขตบางบอน,352621000,ข,แผนงานบริหารการคลัง,10549200
70,สำนักงานเขตบางบอน,352621000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,115432400
70,สำนักงานเขตบางบอน,352621000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,14871300
70,สำนักงานเขตบางบอน,352621000,จ,แผนงานการโยธา: งานการโยธา,40701700
70,สำนักงานเขตบางบอน,352621000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,15107200
70,สำนักงานเขตบางบอน,352621000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,28320300
70,สำนักงานเขตบางบอน,352621000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,11878200
70,สำนักงานเขตบางบอน,352621000,,งานควบคุมอนามัย,5956600
70,สำนักงานเขตบางบอน,352621000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,85570200
71,มหาวิทยาลัยนวมินทราธิราช,3134633000,,รายจ่ายประจำ,3134633000
71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ก,งานมหาวิทยาลัย,1955665500
71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ข,โครงการการอนุรักษ์อาคารวชิรานุสรณ์ (ตึกเหลือง)วิทยาลัยแพทยศาสตร์กรุงเทพมหานครและวชิรพยาบาล,37261200
71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ค,โครงการก่อสร้างอาคารผู้ป่วยนอก  ชั้นและท่ีจอดรถใต้ดินวิทยาลัยแพทยศาสตร์กรุงเทพมหานครและวชิรพยาบาล,9347490000
71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ฆ,โครงการก่อสร้างอาคารบริการวิชาการ คณะแพทยศาสตร์วชิรพยาบาลมหาวิทยาลัยนวมินทราธิราช,386066300
71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ง,โครงการก่อสร้างอาคารหอพักแพทย์ และพยาบาล คณะแพทยศาสตร์วชิรพยาบาลมหาวิทยาลัยนวมินทราธิราช,122400000
71,มหาวิทยาลัยนวมินทราธิราช,3134633000,จ,โครงการก่อสร้างอาคารเวชภัณฑ์กลาง คณะแพทยศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช,15340000
71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ช,โครงการก่อสร้างอาคารศูนย์มะเร็งเฉลิมพระเกียรติคณะแพทยศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช,120000000
71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ซ,โครงการก่อสร้างสถานีไฟฟ้าย่อยและระบบโครงข่ายไฟฟ้า พร้อมติดตั้ง,112500000
71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ญ,โครงการปรับปรุงอาคารหอพักแพทย์ พยาบาลและบุคลากรของคณะแพทยศาสตร์วชิรพยาบาล ซอยสุโขทัย,1026910000
71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ฎ,โครงการก่อสร้างอาคารบริการวิชาการ คณะแพทยศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช  ระยะท่ี,210000000
71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ฏ,โครงการก่อสร้างอาคารสถานพยาบาลบางบอน,1000000
