Unnamed: 0,หมายเลขงบ,ชื่องบ,จำนวนรวม,หมายเลขงบแผนงาน,แผนงาน,งบแผนงาน,dname,province,zipcode,latitude,longitude,AREA,dcode,dname_e,pcode,num_male,num_female,num_school,num_hos,num_comm,num_temple,num_health
540,62,สำนักงานเขตสายไหม,418022000,,งานควบคุมอนามัย,5305800,สายไหม,กรุงเทพมหานคร,10220.0,13.921,100.654,,,,,,,,,,,
541,62,สำนักงานเขตสายไหม,418022000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,115397400,สายไหม,กรุงเทพมหานคร,10220.0,13.921,100.654,,,,,,,,,,,
542,63,สำนักงานเขตคันนายาว,274038900,,รายจ่ายประจำ,274038900,คันนายาว,กรุงเทพมหานคร,10230.0,13.821,100.677,,,,,,,,,,,
543,63,สำนักงานเขตคันนายาว,274038900,ก,แผนงานบริหารงานปกครองและทะเบียน,33771100,คันนายาว,กรุงเทพมหานคร,10230.0,13.821,100.677,,,,,,,,,,,
544,63,สำนักงานเขตคันนายาว,274038900,ข,แผนงานบริหารการคลัง,10292500,คันนายาว,กรุงเทพมหานคร,10230.0,13.821,100.677,,,,,,,,,,,
545,63,สำนักงานเขตคันนายาว,274038900,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,93434900,คันนายาว,กรุงเทพมหานคร,10230.0,13.821,100.677,,,,,,,,,,,
546,63,สำนักงานเขตคันนายาว,274038900,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,11691900,คันนายาว,กรุงเทพมหานคร,10230.0,13.821,100.677,,,,,,,,,,,
547,63,สำนักงานเขตคันนายาว,274038900,จ,แผนงานการโยธา: งานการโยธา,30263400,คันนายาว,กรุงเทพมหานคร,10230.0,13.821,100.677,,,,,,,,,,,
548,63,สำนักงานเขตคันนายาว,274038900,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,15713200,คันนายาว,กรุงเทพมหานคร,10230.0,13.821,100.677,,,,,,,,,,,
549,63,สำนักงานเขตคันนายาว,274038900,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,27699900,คันนายาว,กรุงเทพมหานคร,10230.0,13.821,100.677,,,,,,,,,,,
550,63,สำนักงานเขตคันนายาว,274038900,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,19530400,คันนายาว,กรุงเทพมหานคร,10230.0,13.821,100.677,,,,,,,,,,,
551,63,สำนักงานเขตคันนายาว,274038900,,งานควบคุมอนามัย,6770300,คันนายาว,กรุงเทพมหานคร,10230.0,13.821,100.677,,,,,,,,,,,
552,63,สำนักงานเขตคันนายาว,274038900,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,24871300,คันนายาว,กรุงเทพมหานคร,10230.0,13.821,100.677,,,,,,,,,,,
553,64,สำนักงานเขตสะพานสูง,335301000,,รายจ่ายประจำ,335301000,สะพานสูง,กรุงเทพมหานคร,10240.0,13.761,100.68799999999999,,,,,,,,,,,
554,64,สำนักงานเขตสะพานสูง,335301000,ก,แผนงานบริหารงานปกครองและทะเบียน,22570900,สะพานสูง,กรุงเทพมหานคร,10240.0,13.761,100.68799999999999,,,,,,,,,,,
555,64,สำนักงานเขตสะพานสูง,335301000,ข,แผนงานบริหารการคลัง,9435700,สะพานสูง,กรุงเทพมหานคร,10240.0,13.761,100.68799999999999,,,,,,,,,,,
556,64,สำนักงานเขตสะพานสูง,335301000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,74860500,สะพานสูง,กรุงเทพมหานคร,10240.0,13.761,100.68799999999999,,,,,,,,,,,
557,64,สำนักงานเขตสะพานสูง,335301000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,12363600,สะพานสูง,กรุงเทพมหานคร,10240.0,13.761,100.68799999999999,,,,,,,,,,,
558,64,สำนักงานเขตสะพานสูง,335301000,จ,แผนงานการโยธา: งานการโยธา,56597300,สะพานสูง,กรุงเทพมหานคร,10240.0,13.761,100.68799999999999,,,,,,,,,,,
559,64,สำนักงานเขตสะพานสูง,335301000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,24229900,สะพานสูง,กรุงเทพมหานคร,10240.0,13.761,100.68799999999999,,,,,,,,,,,
560,64,สำนักงานเขตสะพานสูง,335301000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,24499900,สะพานสูง,กรุงเทพมหานคร,10240.0,13.761,100.68799999999999,,,,,,,,,,,
561,64,สำนักงานเขตสะพานสูง,335301000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,54007800,สะพานสูง,กรุงเทพมหานคร,10240.0,13.761,100.68799999999999,,,,,,,,,,,
562,64,สำนักงานเขตสะพานสูง,335301000,,งานควบคุมอนามัย,5720500,สะพานสูง,กรุงเทพมหานคร,10240.0,13.761,100.68799999999999,,,,,,,,,,,
563,64,สำนักงานเขตสะพานสูง,335301000,ญ,แผนงานบริหารการศึกษา,51014900,สะพานสูง,กรุงเทพมหานคร,10240.0,13.761,100.68799999999999,,,,,,,,,,,
564,65,สำนักงานเขตวังทองหลาง,328651000,,รายจ่ายประจำ,328651000,วังทองหลาง,กรุงเทพมหานคร,10310.0,13.779000000000002,100.609,,,,,,,,,,,
565,65,สำนักงานเขตวังทองหลาง,328651000,ก,แผนงานบริหารงานปกครองและทะเบียน,26266000,วังทองหลาง,กรุงเทพมหานคร,10310.0,13.779000000000002,100.609,,,,,,,,,,,
566,65,สำนักงานเขตวังทองหลาง,328651000,ข,แผนงานบริหารการคลัง,9500800,วังทองหลาง,กรุงเทพมหานคร,10310.0,13.779000000000002,100.609,,,,,,,,,,,
567,65,สำนักงานเขตวังทองหลาง,328651000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,120257200,วังทองหลาง,กรุงเทพมหานคร,10310.0,13.779000000000002,100.609,,,,,,,,,,,
568,65,สำนักงานเขตวังทองหลาง,328651000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,13243600,วังทองหลาง,กรุงเทพมหานคร,10310.0,13.779000000000002,100.609,,,,,,,,,,,
569,65,สำนักงานเขตวังทองหลาง,328651000,จ,แผนงานการโยธา: งานการโยธา,75970400,วังทองหลาง,กรุงเทพมหานคร,10310.0,13.779000000000002,100.609,,,,,,,,,,,
570,65,สำนักงานเขตวังทองหลาง,328651000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,16067600,วังทองหลาง,กรุงเทพมหานคร,10310.0,13.779000000000002,100.609,,,,,,,,,,,
571,65,สำนักงานเขตวังทองหลาง,328651000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,19244200,วังทองหลาง,กรุงเทพมหานคร,10310.0,13.779000000000002,100.609,,,,,,,,,,,
572,65,สำนักงานเขตวังทองหลาง,328651000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,21240400,วังทองหลาง,กรุงเทพมหานคร,10310.0,13.779000000000002,100.609,,,,,,,,,,,
573,65,สำนักงานเขตวังทองหลาง,328651000,,งานควบคุมอนามัย,4550000,วังทองหลาง,กรุงเทพมหานคร,10310.0,13.779000000000002,100.609,,,,,,,,,,,
574,65,สำนักงานเขตวังทองหลาง,328651000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,22310800,วังทองหลาง,กรุงเทพมหานคร,10310.0,13.779000000000002,100.609,,,,,,,,,,,
575,66,สำนักงานเขตคลองสามวา,460117000,,รายจ่ายประจำ,460117000,คลองสามวา,กรุงเทพมหานคร,10510.0,13.889000000000001,100.708,,,,,,,,,,,
576,66,สำนักงานเขตคลองสามวา,460117000,ก,แผนงานบริหารงานปกครองและทะเบียน,25853300,คลองสามวา,กรุงเทพมหานคร,10510.0,13.889000000000001,100.708,,,,,,,,,,,
577,66,สำนักงานเขตคลองสามวา,460117000,ข,แผนงานบริหารการคลัง,11811900,คลองสามวา,กรุงเทพมหานคร,10510.0,13.889000000000001,100.708,,,,,,,,,,,
578,66,สำนักงานเขตคลองสามวา,460117000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,101714900,คลองสามวา,กรุงเทพมหานคร,10510.0,13.889000000000001,100.708,,,,,,,,,,,
579,66,สำนักงานเขตคลองสามวา,460117000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,13387500,คลองสามวา,กรุงเทพมหานคร,10510.0,13.889000000000001,100.708,,,,,,,,,,,
580,66,สำนักงานเขตคลองสามวา,460117000,จ,แผนงานการโยธา: งานการโยธา,74626700,คลองสามวา,กรุงเทพมหานคร,10510.0,13.889000000000001,100.708,,,,,,,,,,,
581,66,สำนักงานเขตคลองสามวา,460117000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,20093400,คลองสามวา,กรุงเทพมหานคร,10510.0,13.889000000000001,100.708,,,,,,,,,,,
582,66,สำนักงานเขตคลองสามวา,460117000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,28242700,คลองสามวา,กรุงเทพมหานคร,10510.0,13.889000000000001,100.708,,,,,,,,,,,
583,66,สำนักงานเขตคลองสามวา,460117000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,29282300,คลองสามวา,กรุงเทพมหานคร,10510.0,13.889000000000001,100.708,,,,,,,,,,,
584,66,สำนักงานเขตคลองสามวา,460117000,,งานควบคุมอนามัย,5570900,คลองสามวา,กรุงเทพมหานคร,10510.0,13.889000000000001,100.708,,,,,,,,,,,
585,66,สำนักงานเขตคลองสามวา,460117000,ญ,แผนงานบริหารการศึกษา,149533400,คลองสามวา,กรุงเทพมหานคร,10510.0,13.889000000000001,100.708,,,,,,,,,,,
586,67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,,รายจ่ายประจำ,312974000,บางนา,กรุงเทพมหานคร,10260.0,13.672,100.616,,,,,,,,,,,
587,67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,ก,แผนงานบริหารงานปกครองและทะเบียน,25492400,บางนา,กรุงเทพมหานคร,10260.0,13.672,100.616,,,,,,,,,,,
588,67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,ข,แผนงานบริหารการคลัง,9777900,บางนา,กรุงเทพมหานคร,10260.0,13.672,100.616,,,,,,,,,,,
589,67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,109600900,บางนา,กรุงเทพมหานคร,10260.0,13.672,100.616,,,,,,,,,,,
590,67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,13736100,บางนา,กรุงเทพมหานคร,10260.0,13.672,100.616,,,,,,,,,,,
591,67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,จ,แผนงานการโยธา: งานการโยธา,32924900,บางนา,กรุงเทพมหานคร,10260.0,13.672,100.616,,,,,,,,,,,
592,67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,8188200,บางนา,กรุงเทพมหานคร,10260.0,13.672,100.616,,,,,,,,,,,
593,67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,19600000,บางนา,กรุงเทพมหานคร,10260.0,13.672,100.616,,,,,,,,,,,
594,67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,19068200,บางนา,กรุงเทพมหานคร,10260.0,13.672,100.616,,,,,,,,,,,
595,67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,,งานควบคุมอนามัย,5727400,บางนา,กรุงเทพมหานคร,10260.0,13.672,100.616,,,,,,,,,,,
596,67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,68858000,บางนา,กรุงเทพมหานคร,10260.0,13.672,100.616,,,,,,,,,,,
597,68,สำนักงานเขตทวีวัฒนา,376179600,,รายจ่ายประจำ,376179600,ทวีวัฒนา,กรุงเทพมหานคร,10170.0,13.758,100.348,,,,,,,,,,,
598,68,สำนักงานเขตทวีวัฒนา,376179600,ก,แผนงานบริหารงานปกครองและทะเบียน,24384300,ทวีวัฒนา,กรุงเทพมหานคร,10170.0,13.758,100.348,,,,,,,,,,,
599,68,สำนักงานเขตทวีวัฒนา,376179600,ข,แผนงานบริหารการคลัง,10018000,ทวีวัฒนา,กรุงเทพมหานคร,10170.0,13.758,100.348,,,,,,,,,,,
600,68,สำนักงานเขตทวีวัฒนา,376179600,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,105012400,ทวีวัฒนา,กรุงเทพมหานคร,10170.0,13.758,100.348,,,,,,,,,,,
601,68,สำนักงานเขตทวีวัฒนา,376179600,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,14835700,ทวีวัฒนา,กรุงเทพมหานคร,10170.0,13.758,100.348,,,,,,,,,,,
602,68,สำนักงานเขตทวีวัฒนา,376179600,จ,แผนงานการโยธา: งานการโยธา,76003600,ทวีวัฒนา,กรุงเทพมหานคร,10170.0,13.758,100.348,,,,,,,,,,,
603,68,สำนักงานเขตทวีวัฒนา,376179600,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,10845200,ทวีวัฒนา,กรุงเทพมหานคร,10170.0,13.758,100.348,,,,,,,,,,,
604,68,สำนักงานเขตทวีวัฒนา,376179600,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,41109600,ทวีวัฒนา,กรุงเทพมหานคร,10170.0,13.758,100.348,,,,,,,,,,,
605,68,สำนักงานเขตทวีวัฒนา,376179600,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,20829200,ทวีวัฒนา,กรุงเทพมหานคร,10170.0,13.758,100.348,,,,,,,,,,,
606,68,สำนักงานเขตทวีวัฒนา,376179600,,งานควบคุมอนามัย,8557000,ทวีวัฒนา,กรุงเทพมหานคร,10170.0,13.758,100.348,,,,,,,,,,,
607,68,สำนักงานเขตทวีวัฒนา,376179600,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,64584600,ทวีวัฒนา,กรุงเทพมหานคร,10170.0,13.758,100.348,,,,,,,,,,,
608,69,สำนักงานเขตทุ่งครุ,393224000,,รายจ่ายประจำ,393224000,ทุ่งครุ,กรุงเทพมหานคร,10140.0,13.651,100.51,,,,,,,,,,,
609,69,สำนักงานเขตทุ่งครุ,393224000,ก,แผนงานบริหารงานปกครองและทะเบียน,28571900,ทุ่งครุ,กรุงเทพมหานคร,10140.0,13.651,100.51,,,,,,,,,,,
610,69,สำนักงานเขตทุ่งครุ,393224000,ข,แผนงานบริหารการคลัง,10107700,ทุ่งครุ,กรุงเทพมหานคร,10140.0,13.651,100.51,,,,,,,,,,,
611,69,สำนักงานเขตทุ่งครุ,393224000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,104100400,ทุ่งครุ,กรุงเทพมหานคร,10140.0,13.651,100.51,,,,,,,,,,,
612,69,สำนักงานเขตทุ่งครุ,393224000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,13815300,ทุ่งครุ,กรุงเทพมหานคร,10140.0,13.651,100.51,,,,,,,,,,,
613,69,สำนักงานเขตทุ่งครุ,393224000,จ,แผนงานการโยธา,98895900,ทุ่งครุ,กรุงเทพมหานคร,10140.0,13.651,100.51,,,,,,,,,,,
614,69,สำนักงานเขตทุ่งครุ,393224000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,13085000,ทุ่งครุ,กรุงเทพมหานคร,10140.0,13.651,100.51,,,,,,,,,,,
615,69,สำนักงานเขตทุ่งครุ,393224000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,16023300,ทุ่งครุ,กรุงเทพมหานคร,10140.0,13.651,100.51,,,,,,,,,,,
616,69,สำนักงานเขตทุ่งครุ,393224000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,21994200,ทุ่งครุ,กรุงเทพมหานคร,10140.0,13.651,100.51,,,,,,,,,,,
617,69,สำนักงานเขตทุ่งครุ,393224000,,งานควบคุมอนามัย,5944400,ทุ่งครุ,กรุงเทพมหานคร,10140.0,13.651,100.51,,,,,,,,,,,
618,69,สำนักงานเขตทุ่งครุ,393224000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,80685900,ทุ่งครุ,กรุงเทพมหานคร,10140.0,13.651,100.51,,,,,,,,,,,
619,70,สำนักงานเขตบางบอน,352621000,,รายจ่ายประจำ,352621000,บางบอน,กรุงเทพมหานคร,10150.0,13.645999999999999,100.37,,,,,,,,,,,
620,70,สำนักงานเขตบางบอน,352621000,ก,แผนงานบริหารงานปกครองและทะเบียน,24233900,บางบอน,กรุงเทพมหานคร,10150.0,13.645999999999999,100.37,,,,,,,,,,,
621,70,สำนักงานเขตบางบอน,352621000,ข,แผนงานบริหารการคลัง,10549200,บางบอน,กรุงเทพมหานคร,10150.0,13.645999999999999,100.37,,,,,,,,,,,
622,70,สำนักงานเขตบางบอน,352621000,ค,แผนงานรักษาความสะอาด: งานรักษาความสะอาด,115432400,บางบอน,กรุงเทพมหานคร,10150.0,13.645999999999999,100.37,,,,,,,,,,,
623,70,สำนักงานเขตบางบอน,352621000,ง,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ,14871300,บางบอน,กรุงเทพมหานคร,10150.0,13.645999999999999,100.37,,,,,,,,,,,
624,70,สำนักงานเขตบางบอน,352621000,จ,แผนงานการโยธา: งานการโยธา,40701700,บางบอน,กรุงเทพมหานคร,10150.0,13.645999999999999,100.37,,,,,,,,,,,
625,70,สำนักงานเขตบางบอน,352621000,,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม,15107200,บางบอน,กรุงเทพมหานคร,10150.0,13.645999999999999,100.37,,,,,,,,,,,
626,70,สำนักงานเขตบางบอน,352621000,ช,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้,28320300,บางบอน,กรุงเทพมหานคร,10150.0,13.645999999999999,100.37,,,,,,,,,,,
627,70,สำนักงานเขตบางบอน,352621000,ซ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน,11878200,บางบอน,กรุงเทพมหานคร,10150.0,13.645999999999999,100.37,,,,,,,,,,,
628,70,สำนักงานเขตบางบอน,352621000,,งานควบคุมอนามัย,5956600,บางบอน,กรุงเทพมหานคร,10150.0,13.645999999999999,100.37,,,,,,,,,,,
629,70,สำนักงานเขตบางบอน,352621000,ญ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา,85570200,บางบอน,กรุงเทพมหานคร,10150.0,13.645999999999999,100.37,,,,,,,,,,,
630,71,มหาวิทยาลัยนวมินทราธิราช,3134633000,,รายจ่ายประจำ,3134633000,,,,,,,,,,,,,,,,
631,71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ก,งานมหาวิทยาลัย,1955665500,,,,,,,,,,,,,,,,
632,71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ข,โครงการการอนุรักษ์อาคารวชิรานุสรณ์ (ตึกเหลือง)วิทยาลัยแพทยศาสตร์กรุงเทพมหานครและวชิรพยาบาล,37261200,,,,,,,,,,,,,,,,
633,71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ค,โครงการก่อสร้างอาคารผู้ป่วยนอก  ชั้นและท่ีจอดรถใต้ดินวิทยาลัยแพทยศาสตร์กรุงเทพมหานครและวชิรพยาบาล,9347490000,,,,,,,,,,,,,,,,
634,71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ฆ,โครงการก่อสร้างอาคารบริการวิชาการ คณะแพทยศาสตร์วชิรพยาบาลมหาวิทยาลัยนวมินทราธิราช,386066300,,,,,,,,,,,,,,,,
635,71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ง,โครงการก่อสร้างอาคารหอพักแพทย์ และพยาบาล คณะแพทยศาสตร์วชิรพยาบาลมหาวิทยาลัยนวมินทราธิราช,122400000,,,,,,,,,,,,,,,,
636,71,มหาวิทยาลัยนวมินทราธิราช,3134633000,จ,โครงการก่อสร้างอาคารเวชภัณฑ์กลาง คณะแพทยศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช,15340000,,,,,,,,,,,,,,,,
637,71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ช,โครงการก่อสร้างอาคารศูนย์มะเร็งเฉลิมพระเกียรติคณะแพทยศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช,120000000,,,,,,,,,,,,,,,,
638,71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ซ,โครงการก่อสร้างสถานีไฟฟ้าย่อยและระบบโครงข่ายไฟฟ้า พร้อมติดตั้ง,112500000,,,,,,,,,,,,,,,,
639,71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ญ,โครงการปรับปรุงอาคารหอพักแพทย์ พยาบาลและบุคลากรของคณะแพทยศาสตร์วชิรพยาบาล ซอยสุโขทัย,1026910000,,,,,,,,,,,,,,,,
640,71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ฎ,โครงการก่อสร้างอาคารบริการวิชาการ คณะแพทยศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช  ระยะท่ี,210000000,,,,,,,,,,,,,,,,
641,71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ฏ,โครงการก่อสร้างอาคารสถานพยาบาลบางบอน,1000000,,,,,,,,,,,,,,,,
