หมายเลขงบ,ชื่องบ,จำนวนรวม,หมายเลขงบแผนงาน,งบแผนงาน,ประเภทแผนงาน,แผนงาน
64,สำนักงานเขตสะพานสูง,335301000,,24229900,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
64,สำนักงานเขตสะพานสูง,335301000,ช,24499900,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
64,สำนักงานเขตสะพานสูง,335301000,ซ,54007800,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
64,สำนักงานเขตสะพานสูง,335301000,,5720500,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
64,สำนักงานเขตสะพานสูง,335301000,ญ,51014900,การศึกษา,แผนงานบริหารการศึกษา
65,สำนักงานเขตวังทองหลาง,328651000,,328651000,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
65,สำนักงานเขตวังทองหลาง,328651000,ก,26266000,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
65,สำนักงานเขตวังทองหลาง,328651000,ข,9500800,การคลัง,แผนงานบริหารการคลัง
65,สำนักงานเขตวังทองหลาง,328651000,ค,120257200,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
65,สำนักงานเขตวังทองหลาง,328651000,ง,13243600,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
65,สำนักงานเขตวังทองหลาง,328651000,จ,75970400,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
65,สำนักงานเขตวังทองหลาง,328651000,,16067600,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
65,สำนักงานเขตวังทองหลาง,328651000,ช,19244200,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
65,สำนักงานเขตวังทองหลาง,328651000,��,21240400,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
65,สำนักงานเขตวังทองหลาง,328651000,,4550000,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
65,สำนักงานเขตวังทองหลาง,328651000,ญ,22310800,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
66,สำนักงานเขตคลองสามวา,460117000,,460117000,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
66,สำนักงานเขตคลองสามวา,460117000,ก,25853300,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
66,สำนักงานเขตคลองสามวา,460117000,ข,11811900,การคลัง,แผนงานบริหารการคลัง
66,สำนักงานเขตคลองสามวา,460117000,ค,101714900,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษ��ความสะอาด
66,สำนักงานเขตคลองสามวา,460117000,ง,13387500,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
66,สำนักงานเขตคลองสามวา,460117000,จ,74626700,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
66,สำนักงานเขตคลองสามวา,460117000,,20093400,น้ำท่วม/ทางเท้า,งานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
66,สำนักงานเขตคลองสามวา,460117000,ช,28242700,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
66,สำนักงานเขตคลองสามวา,460117000,ซ,29282300,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
66,สำนักงานเขตคลองสามวา,460117000,,5570900,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
66,สำนักงานเขตคลองสามวา,460117000,ญ,149533400,การศึกษา,แผนงานบริหารการศึกษา
67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,,312974000,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,ก,25492400,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,ข,9777900,การคลัง,แผนงานบริหารการคลัง
67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,ค,109600900,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,ง,13736100,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,จ,32924900,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,,8188200,น้ำท่วม/ทางเท้า,แผนงานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,ช,19600000,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,ซ,19068200,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,,5727400,อนามัย/สาธารณะสุข,งานควบคุมอนามัย
67,โรงเรียนวัดลำกะดาน สำนักงานเขตบางนา,67312974000,ญ,68858000,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
68,สำนักงานเขตทวีวัฒนา,376179600,,376179600,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
68,สำนักงานเขตทวีวัฒนา,376179600,ก,24384300,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
68,สำนักงานเขตทวีวัฒนา,376179600,ข,10018000,การคลัง,แผนงานบริหารการคลัง
68,สำนักงานเขตทวีวัฒนา,376179600,ค,105012400,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
68,สำนักงานเขตทวีวัฒนา,376179600,ง,14835700,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
68,สำนักงานเขตทวีวัฒนา,376179600,จ,76003600,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
68,สำนักงานเขตทวีวัฒนา,376179600,,10845200,น้ำท่วม/ทางเท้า,แผนงานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
68,สำนักงานเขตทวีวัฒนา,376179600,ช,41109600,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
68,สำนักงานเขตทวีวัฒนา,376179600,ซ,20829200,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
68,สำนักงานเขตทวีวัฒนา,376179600,,8557000,อนามัย/สาธารณะสุข,แผนงานควบคุมอนามัย
68,สำนักงานเขตทวีวัฒนา,376179600,ญ,64584600,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
69,สำนักงานเขตทุ่งครุ,393224000,,393224000,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
69,สำนักงานเขตทุ่งครุ,393224000,ก,28571900,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
69,สำนักงานเขตทุ่งครุ,393224000,ข,10107700,การคลัง,แผนงานบริหารการคลัง
69,สำนักงานเขตทุ่งครุ,393224000,ค,104100400,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
69,สำนักงานเขตทุ่งครุ,393224000,ง,13815300,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
69,สำนักงานเขตทุ่งครุ,393224000,จ,98895900,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา
69,สำนักงานเขตทุ่งครุ,393224000,,13085000,น้ำท่วม/ทางเท้า,แผนงานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
69,สำนักงานเขตทุ่งครุ,393224000,ช,16023300,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
69,สำนักงานเขตทุ่งครุ,393224000,ซ,21994200,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
69,สำนักงานเขตทุ่งครุ,393224000,,5944400,อนามัย/สาธารณะสุข,แผนงานควบคุมอนามัย
69,สำนักงานเขตทุ่งครุ,393224000,ญ,80685900,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
70,สำนักงานเขตบางบอน,352621000,,352621000,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
70,สำนักงานเขตบางบอน,352621000,ก,24233900,ทั่วไป/บริหาร/อื่นๆ,แผนงานบริหารงานปกครองและทะเบียน
70,สำนักงานเขตบางบอน,352621000,ข,10549200,การคลัง,แผนงานบริหารการคลัง
70,สำนักงานเขตบางบอน,352621000,ค,115432400,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความสะอาด: งานรักษาความสะอาด
70,สำนักงานเขตบางบอน,352621000,ง,14871300,เทศกิจ/รักษาความสะอาด,แผนงานรักษาความเป็นระเบียบเรียบร้อย: งานบริหารและบังคับการเทศกิจ
70,สำนักงานเขตบางบอน,352621000,จ,40701700,โยธา/ก่อสร้าง/จราจร,แผนงานการโยธา: งานการโยธา
70,สำนักงานเขตบางบอน,352621000,,15107200,น้ำท่วม/ทางเท้า,แผนงานการระบายน้ำและแก้ไขปัญหาน้ำท่วม
70,สำนักงานเขตบางบอน,352621000,ช,28320300,สิ่งแวดล้อม,แผนงานพัฒนาสภาวะส่ิงแวดล้อม: งานปลูกและบำรุงรักษาต้นไม้
70,สำนักงานเขตบางบอน,352621000,ซ,11878200,พัฒนาชุมชน/อาชีพ,แผนงานพัฒนาชุมชน: งานพัฒนาชุมชน
70,สำนักงานเขตบางบอน,352621000,,5956600,อนามัย/สาธารณะสุข,แผนงานควบคุมอนามัย
70,สำนักงานเขตบางบอน,352621000,ญ,85570200,การศึกษา,แผนงานบริหารการศึกษา: งานบริหารการศึกษา
71,มหาวิทยาลัยนวมินทราธิราช,3134633000,,3134633000,ทั่วไป/บริหาร/อื่นๆ,รายจ่ายประจำ
71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ก,1955665500,ทั่วไป/บริหาร/อื่นๆ,งานมหาวิทยาลัย
71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ข,37261200,การแพทย์/โรงพยาบาล,โครงการการอนุรักษ์อาคารวชิรานุสรณ์ (ตึกเหลือง)วิทยาลัยแพทยศาสตร์กรุงเทพมหานครและวชิรพยาบาล
71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ค,9347490000,การแพทย์/โรงพยาบาล,โครงการก่อสร้างอาคารผู้ป่วยนอก  ชั้นและท่ีจอดรถใต้ดินวิทยาลัยแพทยศาสตร์กรุงเทพมหานครและวชิรพยาบาล
71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ฆ,386066300,การแพทย์/โรงพยาบาล,โครงการก่อสร้างอาคารบริการวิชาการ คณะแพทยศาสตร์วชิรพยาบาลมหาวิทยาลัยนวมินทราธิราช
71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ง,122400000,การแพทย์/โรงพยาบาล,โครงการก่อสร้างอาคารหอพักแพทย์ และพยาบาล คณะแพทยศาสตร์วชิรพยาบาลมหาวิทยาลัยนวมินทราธิราช
71,มหาวิทยาลัยนวมินทราธิราช,3134633000,จ,15340000,การแพทย์/โรงพยาบาล,โครงการก่อสร้างอาคารเวชภัณฑ์กลาง คณะแพทยศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช
71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ช,120000000,การแพทย์/โรงพยาบาล,โครงการก่อสร้างอาคารศูนย์มะเร็งเฉลิมพระเกียรติคณะแพทยศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช
71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ซ,112500000,โยธา/ก่อสร้าง/จราจร,โครงการก่อสร้างสถานีไฟฟ้าย่อยและระบบโครงข่ายไฟฟ้า พร้อมติดตั้ง
71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ญ,1026910000,การแพทย์/โรงพยาบาล,โครงการปรับปรุงอาคารหอพักแพทย์ พยาบาลและบุคลากรของคณะแพทยศาสตร์วชิรพยาบาล ซอยสุโขทัย
71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ฎ,210000000,การแพทย์/โรงพยาบาล,โครงการก่อสร้างอาคารบริการวิชาการ คณะแพทยศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช  ระยะท่ี
71,มหาวิทยาลัยนวมินทราธิราช,3134633000,ฏ,1000000,การแพทย์/โรงพยาบาล,โครงการก่อสร้างอาคารสถานพยาบาลบางบอน
